key,description,text
meta.gardenDescription,"UI string from meta.gardenDescription","Avance o crEscimento e as recompensas da árvore com pontos de digitação."
meta.homeDescription,"UI string from meta.homeDescription","Prática de digitação para crianças e jogo de crEscimento de árvores. Suporta Chinês Tradicional / Chinês Simplificado / Inglês."
meta.leaderboardDescription,"UI string from meta.leaderboardDescription","Classificações Diárias/SemanAIs/MensAIs por Idioma."
meta.practiceDescription,"UI string from meta.practiceDescription",""Práctica de Escritura gratuita"
meta.profileDescription,"UI string from meta.profileDescription"," and preferences.""
meta.result,"UI string from meta.result","Resultado"
meta.resultDescription,"UI string from meta.resultDescription","Seus resultados do teste de digitação."
meta.testDescription,"UI string from meta.testDescription",""Prueba cronometrada"
nav.garden,"UI string from nav.garden","Plante uma árvore"
nav.home,"UI string from nav.home","Início"
nav.leaderboard,"UI string from nav.leaderboard","Classificação"
nav.practice,"UI string from nav.practice","Praticar"
nav.profile,"UI string from nav.profile","Pessoal"
nav.subtitle,"UI string from nav.subtitle","Digitação Infantil e CrEscimento da Árvore"
nav.test,"UI string from nav.test","Teste"
notice,"UI string from notice"," understood"
percentile,"UI string from percentile","MAIs de aproximadamente {{percent}}% das pessoas"
profile.chartDescription,"UI string from profile.chartDescription"," then gradually speed up.""
profile.classCode,"UI string from profile.classCode","Código da Turma"
profile.classCodePlaceholder,"UI string from profile.classCodePlaceholder",""Ingresa cualquier nombre"
profile.classCodeTooltip,"UI string from profile.classCodeTooltip",""Único en el sitio (3–50 caracteres; no puede incluir /). Se utiliza para competencias y agrupación en el Tablero de líderes; se pueden agregar hasta 5. Los maestros pueden crear nuevos códigos; una vez creados"
recentValue,"UI string from recentValue","Recentemente {{value}} {{trend}}"
recordNumber,"UI string from recordNumber","Item {{number}}"
relativeScale,"UI string from relativeScale","Escala Relativa: Verde ≤30% · Amarelo ≤70% · Vermelho ＞70% (relativo à tecla de erro mAIs Alta; calculado com base na taxa de erro "cumulativa mAIs recente")"
result.accuracyTooltip,"UI string from result.accuracyTooltip",""Precisión = Caracteres Correctos ÷ Total de Caracteres en el Aviso. Nota: Los caracteres no ingresados también se cuentan en el total de caracteres"
result.chartDescription,"UI string from result.chartDescription"," then gradually increase speed.""
result.scoreTooltip,"UI string from result.scoreTooltip","Puntuación compuesta = La velocidad de entrada calculada únicamente en función de los caracteres correctos. Método de cálculo: Velocidad (WPM/CPM) × Tasa de precisión. Propósito: EsTabilizar primero la tasa de precisión y luego aumentar gradualmente la velocidad."
section1.gameData.content,"UI string from section1.gameData.content"," accuracy"
section1.gameData.title,"UI string from section1.gameData.title","Dados do Jogo:"
section1.googleAuth.content,"UI string from section1.googleAuth.content"," access"
section1.googleAuth.title,"UI string from section1.googleAuth.title","Autenticação com Google Sign-In:"
section1.principle,"UI string from section1.principle","Adotamos o princípio da simplificação e coletamos apenas os dados necessários para manter a operação de nossos serviços:"
section1.technicalData.googleAdsense,"UI string from section1.technicalData.googleAdsense","Google AdSense (Anúncios): Podemos usar o Google AdSense no futuro para exibir anúncios que ajudem a cobrir os custos operacionAIs do site. O Google e seus parceiros podem usar Cookies (como o Cookie do DoubleClick) para mostrar anúncios personalizados com base no seu histórico de navegação anterior."
section1.technicalData.googleAnalytics,"UI string from section1.technicalData.googleAnalytics"," operating system"
section1.technicalData.title,"UI string from section1.technicalData.title","Dados técnicos coletados automaticamente por serviços de terceiros:"
section1.title,"UI string from section1.title","1. Tipos de dados que coletamos"
section1.voluntaryInfo.content,"UI string from section1.voluntaryInfo.content"," language"
section1.voluntaryInfo.title,"UI string from section1.voluntaryInfo.title","O usuário forneceu voluntariamente informações não precisas (opcional):"
section2.coreFunction,"UI string from section2.coreFunction"," provide historical charts"
section2.experienceOptimization,"UI string from section2.experienceOptimization"," and other information you voluntarily provide will be used to match you with more suiTable typing practice question sets.""
section2.serviceMaintenance,"UI string from section2.serviceMaintenance","Manutenção de Serviço: Os dados técnicos coletados através do Google Analytics nos ajudam a entender o desempenho do site e corrigir possíveis problemas."
section2.statisticalAnalysis,"UI string from section2.statisticalAnalysis","Análise Estatística: Vamos anonimizar e agregar todas as informações fornecidas voluntariamente pelos usuários para entender o perfil geral do grupo de usuários e melhorar nossos serviços."
section2.title,"UI string from section2.title","2. Como usamos seus dados"
section3.crossBorderTransfer,"UI string from section3.crossBorderTransfer"," you acknowledge and agree that your data will be transferred"
section3.dataRetention,"UI string from section3.dataRetention",""Retención de datos: Dado que este servicio es completamente gratuito"
section3.storageLocation,"UI string from section3.storageLocation",""Ubicación de almacenamiento: El código de este sitio web está alojado en GitHub"
section3.title,"UI string from section3.title","3. Armazenamento de Dados e Transferência Internacional"
section4.advertisingCookies,"UI string from section4.advertisingCookies"," Google will use cookies to serve ads. You can visit Google's ad settings page (https://adssettings.google.com/) at any time to manage or opt out of personalized ads.""
section4.functionalCookies,"UI string from section4.functionalCookies","Cookies FuncionAIs: Usamos cookies para manter seu status de login."
section4.title,"UI string from section4.title","4. Sobre Cookies e Publicidade"
section5.contactChannel,"UI string from section5.contactChannel"," or deletion)"
section5.githubLink,"UI string from section5.githubLink","https://github.com/yveschen001/typesprout-pubic/issues"
section5.importantReminder,"UI string from section5.importantReminder"," such as your emAIl address"
section5.responseTime,"UI string from section5.responseTime",""Debido a que este proyecto es mantenido por una persona"
section5.title,"UI string from section5.title","5. Seus Direitos e Informações de Contato"
speedChartAriaLabel,"UI string from speedChartAriaLabel",""Gráfico de Tendencia de Puntuación General: Cuanto más Alta esté la línea"
speedChartTitle,"UI string from speedChartTitle","Pontuação Geral (Velocidade Correta)"
speedChartTooltip,"UI string from speedChartTooltip"," combining speed and accuracy.""
speedScore,"UI string from speedScore","Pontuação Geral: {{score}}"
terms.footer,"UI string from terms.footer","© 2025 Typesprout. Todos os direitos reservados."
terms.lastUpdated,"UI string from terms.lastUpdated","Última actualización: 21 de septiembre de 2025"
terms.section1.content1,"UI string from terms.section1.content1"," AImed at providing users (especially children and learners) with a simple online typing practice environment.""
terms.section1.content2,"UI string from terms.section1.content2"," understood"
terms.section1.title,"UI string from terms.section1.title","1. Disposições GerAIs e Aceitação dos Termos"
terms.section2.content1,"UI string from terms.section2.content1","O único objetivo deste serviço é fornecer prática de habilidades de digitação. Não é uma ferramenta de pesquisa acadêmica ou educação religiosa. Todo o conteúdo do site é exclusivamente para esse único propósito."
terms.section2.content2,"UI string from terms.section2.content2",""Para proporcionar un texto de práctica rico"
terms.section2.content3,"UI string from terms.section2.content3"," completeness"
terms.section2.listItem1,"UI string from terms.section2.listItem1"," or generated by AI models (such as ChatGPT) and are for typing practice only.""
terms.section2.listItem2,"UI string from terms.section2.listItem2",""Texto de la Biblia: Algunos bancos de preguntas de la Biblia provienen del servicio API.Bible de terceros. Cuando ese servicio no está accesible"
terms.section2.subtitle1,"UI string from terms.section2.subtitle1","Finalidade do Serviço:"
terms.section2.subtitle2,"UI string from terms.section2.subtitle2","Fonte do conteúdo do banco de questões e isenção de responsabilidade:"
terms.section2.title,"UI string from terms.section2.title","2. DEscrição do Serviço e Fontes de Conteúdo"
terms.section3.content1,"UI string from terms.section3.content1"," non-transferable"
terms.section3.content2,"UI string from terms.section3.content2"," distribute"
terms.section3.subtitle1,"UI string from terms.section3.subtitle1","Licença de Uso Pessoal Não Comercial:"
terms.section3.subtitle2,"UI string from terms.section3.subtitle2","Proibido estritamente para uso comercial:"
terms.section3.title,"UI string from terms.section3.title","3. Autorização de Uso e Restrições"
terms.section4.content1,"UI string from terms.section4.content1","Você é responsável por manter as informações de login da sua conta seguras e por todas as atividades que ocorrem sob sua conta."
terms.section4.content2,"UI string from terms.section4.content2"," interfere with"
terms.section4.subtitle1,"UI string from terms.section4.subtitle1","Segurança da Conta:"
terms.section4.subtitle2,"UI string from terms.section4.subtitle2","Abuso e Trapaça Proibidos:"
terms.section4.title,"UI string from terms.section4.title","4. Responsabilidades do Usuário"
terms.section5.content1,"UI string from terms.section5.content1"," including but not limited to the sTability"
terms.section5.content2,"UI string from terms.section5.content2",""No somos responsables por la pérdida o daño a tus registros de práctica o datos de usuario"
terms.section5.content3,"UI string from terms.section5.content3"," or permanently terminate this service at any time for any reason without prior notice.""
terms.section5.subtitle1,"UI string from terms.section5.subtitle1","Conforme fornecido:"
terms.section5.subtitle2,"UI string from terms.section5.subtitle2","Dados Salvos:"
terms.section5.subtitle3,"UI string from terms.section5.subtitle3","Direito de Encerrar o Serviço:"
terms.section5.title,"UI string from terms.section5.title","5. Isenção de responsabilidade e Limitações de Serviço"
terms.section6.content,"UI string from terms.section6.content"," and by using this service"
terms.section6.title,"UI string from terms.section6.title","6. Política de Privacidade"
terms.section7.content1,"UI string from terms.section7.content1",""Si tienes alguna pregunta sobre estos términos de servicio"
terms.section7.title,"UI string from terms.section7.title","7. Informações de Contato"
terms.section7.warning,"UI string from terms.section7.warning",""Por favor"
terms.title,"UI string from terms.title","Termos de Serviço do Typesprout"
terms.titleSuffix,"UI string from terms.titleSuffix","Termos de Serviço"
test.chartDescription,"UI string from test.chartDescription"," then gradually increase the speed.""
test.insightsSummary,"UI string from test.insightsSummary","Análise Detalhada (Tendências de Velocidade e Precisão)"
test.metricsTip,"UI string from test.metricsTip","Explicação sobre Velocidade e Precisão"
test.questionText,"UI string from test.questionText","Texto da pergunta (não pode ser selecionado ou copiado)"
test.startMessage,"UI string from test.startMessage",""Después de presionar Iniciar"
test.title,"UI string from test.title","Teste de Digitação"
timeSpent,"UI string from timeSpent","Tempo gasto: {{seconds}} segundos"
title,"UI string from title","Política de Privacidade do Typesprout"
titleSuffix,"UI string from titleSuffix","Política de Privacidade"
totalQuestionChars,"UI string from totalQuestionChars","Contagem total de palavras: {{chars}} caracteres"
ui.closeHint,"UI string from ui.closeHint","Fechar aviso"
ui.later,"UI string from ui.later","MAIs tarde"
ui.loginSuggestion,"UI string from ui.loginSuggestion","Recomendamos usar a opção "Entrar com o Google" no canto superior direito para salvar suas pontuações e progresso; este site valoriza a anonimidade e a privacidade e não armazenará informações pessoAIs sensíveis."
ui.string089,"UI string from ui.string089"," inicia sesión primero.""
ui.string090,"UI string from ui.string090","Informações PessoAIs"
ui.string091,"UI string from ui.string091","Voltar para a Home"
ui.string092,"UI string from ui.string092","Política de Privacidade"
ui.string093,"UI string from ui.string093","Não coletamos dados pessoAIs; dados estatísticos são usados apenas para classificações anônimas e feedback de aprendizado."
ui.string094,"UI string from ui.string094","Salve seu progresso e histórico usando apenas sua conta do Google."
ui.string095,"UI string from ui.string095","QuAIs dados coletamos?"
ui.string096,"UI string from ui.string096"," and practice time. We do not collect personal sensitive information such as your name or emAIl.""
ui.string097,"UI string from ui.string097","Use esses dados para fornecer feedback personalizado e mostrar sua jornada de progresso."
ui.string154,"UI string from ui.string154","Termos de Serviço"
ui.string155,"UI string from ui.string155",""Al utilizar este sitio web"
ui.string156,"UI string from ui.string156","Você é responsável pelo seu próprio aprendizado e progresso."
ui.string157,"UI string from ui.string157","Qual é o conteúdo dos termos?"
ui.string158,"UI string from ui.string158"," and respecting other users.""
ui.string200,"UI string from ui.string200","Recomendamos usar a opção "Entrar com o Google" no canto superior direito para salvar suas pontuações e progresso; este site valoriza o anonimato e a privacidade e não armazenará informações pessoAIs sensíveis."
ui.string201,"UI string from ui.string201","Depois"
ui.string202,"UI string from ui.string202","Lembrete: Você não praticou hoje! Mova suas mãos todos os dias para ajudar a pequena árvore a crEscer mAIs forte."
upgradeRule1,"UI string from upgradeRule1","Pratique digitação por pelo menos 10 minutos todos os dias."
upgradeRule2,"UI string from upgradeRule2","Mantenha a precisão acima de 80%"
upgradeRule3,"UI string from upgradeRule3","Complete pelo menos 3 testes de digitação todos os dias."
upgradeRule4,"UI string from upgradeRule4","Use a colocação correta dos dedos"
upgradeRule5,"UI string from upgradeRule5","Pratique diferentes níveis de dificuldade"
upgradeRule6,"UI string from upgradeRule6","Mantenha a consistência na prática diária"
upgradeRules,"UI string from upgradeRules","Regras de Upgrade"
ui.string203,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hoje: {current}/{total} (Restante {remaining})"
ui.string204,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Aproximadamente {minutes} minutos"
ui.string205,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""¿Cómo ganar puntos? Cada prueba se calcula en base a "tiempo × velocidad × precisión" (base × minutos × (velocidad/objetivo"
ui.string206,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," at least +1.""
ui.string207,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Basado en tu rendimiento reciente"
ui.string208,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Un pequeño recordatorio: ¡Practica un poco cada día y el árbol crecerá!"
ui.string209,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Resumo de Hoje"
ui.string210,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," and accuracy. The daily limit is 100; short practices (≥5 seconds and accuracy ≥30%) earn at least +1.""
ui.string211,"Complete Traditional Chinese sentence with variable placeholders for AI translation","{minutes} minutos · Pontos ganhos: {current} / {total} (Restantes {remaining})"
ui.string212,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Meu pequeno árvore"
ui.string213,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Recalcular atividade e estágio"
ui.string214,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," and update the activity list and current stage.""
ui.string215,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Diagrama de Crescimento"
ui.string216,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Diferentes estágios de aparência e condições de desbloqueio (ilustração)."
ui.string217,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Fase {number}"
ui.string218,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Brotando・Aparência Padrão"
ui.string219,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Cresça uma segunda folha"
ui.string220,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hiperplasia foliar"
ui.string221,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ramos se estendem + ramos laterais"
ui.string222,"Complete Traditional Chinese sentence with variable placeholders for AI translation","A copa da pequena árvore se formou (frutificação)"
ui.string223,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Ativo nos últimos {days} dias"
ui.string224,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Dias ativos: {active}/{total}"
ui.string225,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Registre os "pontos" que você ganha após cada teste (o que também adicionará à sua XP)."
ui.string226,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Los puntos se calculan a partir de velocidad × precisión × tiempo"
ui.string227,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""La entrada efectiva de los últimos {days} días afectará la etapa de plántula; cuántos más días permanezcas activo"
ui.string228,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""La lista a continuación muestra cada registro de logros"
ui.string229,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Registros Recentes"
ui.string230,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Pergunta {current}/{total} · Limite de tempo {seconds} segundos · Caracteres nesta pergunta {chars} · Total {correct}/{total}"
ui.string231,"Complete Traditional Chinese sentence with variable placeholders for AI translation"," escribe el texto a continuación""
ui.string232,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Carregando..."
ui.string233,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Permitir Backspace"
ui.string234,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Espaço Abrir/Fechar・R Redefinir・F Focar・Enter Enviar Tópico Principal"
ui.string235,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Question retrieval failed or data is empty: Automatically switched to the local backup question bank (does not affect answering). To use the cloud question bank"
ui.string236,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Acurácia {percent}% · Pontuação Geral {score}"
ui.string237,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Caracteres corretos/Total de caracteres {correct}/{total}"
ui.string238,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Cada entrada se tornará fluente."
ui.string239,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Hábitos de digitação corretos"
ui.string240,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Pontuação Média Geral ({days} dias)"
ui.string241,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Total de caracteres ({days} dias)"
ui.string242,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Eu vs Site inteiro ({days} dias)"
ui.string243,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Duração {seconds} segundos"
ui.string244,"Complete Traditional Chinese sentence with variable placeholders for AI translation","Acurácia {percent}%"
ui.string245,"Complete Traditional Chinese sentence with variable placeholders for AI translation",""Each test is calculated based on "Time × Speed × Accuracy" (base minutes × (speed/target"
ui.string246,"Complete Traditional Chinese sentence with variable placeholders for AI translation","每{interval}秒至少+{points}点(可累加);≥{minTime}秒且正确率≥{minAcc2}%至少+{points2}。依你最近表现"
ui.string247,"Complete Traditional Chinese sentence with variable placeholders for AI translation","计算有效输入分钟数"
